/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,15.3,18.85
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,18.85,21.75
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,21.75,25.85
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,26.1,28.2
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,28.4,33.25
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,33.35,35.65
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,36.2,39.5
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,39.6,44.45
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,44.45,46.4
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,46.4,49.3
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,49.3,51.2
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,51.2,54.1
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,54.4,59.4
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,59.4,63.45
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,64.35,66.9
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,66.95,69.6
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,69.6,71.15
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,71.15,74.5
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,74.9,79.05
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,79.3,81.5
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,81.5,84.85
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,84.85,88.55
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,88.55,90.5
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,90.5,93.45
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,93.75,96.25
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,97.05,101.3
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,101.45,103.6
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,103.85,108.48
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,109.0,113.85
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,115.55,118.55
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,118.55,121.45
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,121.45,125.05
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,125.05,130.05
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,130.05,132.3
/project/Corpora/speech/6000_ASR/NGHE_TINH/XhbhjZ_DHp8.wav,132.3,135.9
