/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,8.14,10.05
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,10.05,15.05
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,15.05,20.05
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,20.05,23.15
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,23.6,28.6
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,28.6,32.15
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,45.4,47.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,47.2,52.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,52.2,57.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,57.2,62.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,62.2,67.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,67.2,72.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,72.2,75.94
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,82.2,87.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,87.2,92.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,92.2,97.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,97.2,102.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,102.2,105.84
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,111.02,112.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,112.2,117.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,117.2,122.2
/project/Corpora/speech/6000_ASR/BINH_TRI_THIEN/ljnvEv3xPzA.wav,122.2,127.2
